title,writtennews,autor,editor,tags,hora da publicação,hora de acesso,url
Novos iPhones vão contar com elementos reciclados de terras raras,"Nesta quarta-feira (18), a Apple divulgou à imprensa que vai utilizar em seus próximos iPhones materiais reciclados de terras raras. Eles serão usados em seu ""Taptic Engine"", uma parte que permite aos aparelhos imitar um clique físico de um botão, apesar de ser de vidro. A parte corresponde cerca de um quarto dos elementos das terras raras inseridos no iPhone.  Os metais, um grupo de 17 minerais especializados, são componentes de conflitos comerciais entre Estados Unidos e China, já que o país asiático é detentor da maior parte do processamento desses minerais e, por meio de sua mídia estatal, sinaliza que pode restringir a venda para o país norte-americano. Os elementos são utilizados em armas, eletrônicos de consumo e outros bens.  Esses elementos serão utilizados em minúsculos alto-falantes e atuadores. As peças são tão pequenas que a coleta do material para reciclagem é difícil e possui um custo elevado.  A vice-presidente de iniciativas ambientais, políticas e sociais da Apple, Lisa Jackson, disse que o uso de elementos de terras raras reciclados pela empresa “não está relacionado” às tensões comerciais, mas pode ajudar a manter um fornecimento constante. “Essa é uma daquelas felizes coincidências em que o que é bom para o planeta é realmente bom para os negócios ao mesmo tempo. Uma das coisas sobre as quais falamos muito internamente, em geral, é o quanto mais resiliente isso torna nossa cadeia de fornecimento”, disse à Reuters.  A Apple sempre buscou reutilizar peças de seus produtos antigos. A empresa revelou que o alumínio dos gabinetes recuperados por meio de seus programas de troca será derretido e transformado em novos MacBooks Air e que o cobalto recuperado das baterias do iPhone, desmontadas por robôs em seus laboratórios de reciclagem no Texas, é colocado em novas baterias do celular. No entanto, até o momento a empresa pretende usar terras raras recicladas de um fornecedor externo, e não de iPhones usados anteriormente. Ela não disse o nome do fornecedor ou quais dos produtos as terras raras foram recuperados. Jackson disse que a escala de venda de novos iPhones ajuda a tornar o projeto economicamente viável, apesar do custo. “Criamos essencialmente um mercado para esse empreendedor, esse inovador, que encontrou uma maneira de reciclar terras raras”.  Agora, a Apple está experimentando maneiras de recuperar terras raras de seus celulares usando robôs que possam remover pequenas partes e separá-las em caixas de coleta para, assim, agregar material suficiente que viabilize a reciclagem.    Fonte: Reuters ",Fabrício Filho,Matheus Luque,"iPhone,Apple,China,estados unidos,eua x china",2019-09-19 14:09:00,2019-09-21 18:29:44.983465,https://olhardigital.com.br/noticia/novos-iphones-vao-contar-com-elementos-reciclados-de-terras-raras/90503
Uber faz testes com carros autônomos no Texas,"A Uber está levando seus carros autônomos para Dallas, Texas, mesmo que, no ínicio, eles sejam utilizados apenas no modo manual. Em publicação na terça-feira (17), a empresa disse que a partir de novembro as SUVs produzidas em parceria com a Volvo andarão pela cidade norte-americana para coletar dados e construir mapas de alta-definição necessários para o sistema autônomo. As viagens também permitirão que a equipe de carros autônomos da Uber capture cenários cotidianos das ruas e os adicione nas simulações de teste dos veículos, para que as SUVs aprendam de forma realística como funciona o trânsito. ""Dallas também nos oferece a oportunidade de explorar um tipo diferente de rede de estradas para nossa tecnologia de direção autônoma"", disse a empresa em seu post. ""A infraestrutura moderna da cidade, padrões de tráfego exclusivos, características das estradas e clima oferecerão novas informações que podem melhorar nossos esforços contínuos de engenharia"". Em 2018, a Uber teve as operações de seus carros autônomos suspensa depois que um veículo atropelou pedestre durante testes. Elaine Herzberg, 49 anos, foi atingida enquanto atravessava a rua e morreu. O veículo tinha um motorista de segurança atrás do volante, mas a tecnologia e o motorista não conseguiram identifica Herzberg durante a noite. A inserção das SUVs em Dallas, portanto, marca a mais recente tentativa de recomeço da Uber. Os carros autônomos até voltaram a sua etapa de testes oito meses depois do acidente, na cidade de Pittsburgh. Porém, eles não podiam andar pelas ruas no período da noite, nem em uma velocidade acima de 40 km/h. A tragédia no Arizona foi um grande revés para os esforços da empresa em desenvolver sua tecnologia autônoma e, desde então, vem avançando em um ritmo lento em comparação com Waymo, que vem testando viagens autônomas com passageiros pagantes no Arizona desde o final de 2018. Via: Digital Trends",Clara Guimarães,Matheus Luque,"transporte,carro,uber,carros autônomos,EUA,Acidente,Waymo,veículo autônomo,Morte,texas",2019-09-19 12:09:00,2019-09-21 18:29:45.019530,https://olhardigital.com.br/carros-e-tecnologia/noticia/uber-faz-testes-com-carros-autonomos-no-texas/90501
6 jogos do 'Batman' estão de graça na Epic Games; veja como baixar,"A Epic Games Store surgiu no fim de 2018 com um objetivo bem claro: acabar com o reinado do Steam entre os jogadores de PC. Com promessa de mais receita para desenvolvedores, a desenvolvedora de Fortnite também oferece jogos gratuitos para atrair jogadores. Desde então, a Epic Games Store vem disponibilizando um ou dois títulos a cada semana, mas agora é diferente: para comemorar o lançamento do filme do 'Coringa' nos cinemas, nada menos do que 6 jogos baseados no universo Batman poderão ser baixados de graça até o dia 26 de setembro. Confira abaixo como fazer: É simples: na página do jogo na Epic Games Store, clique em no botão ""Grátis"" e entre com as suas credenciais da Epic Games para vincular o título à sua conta. A partir daí, você pode baixar e jogar quando quiser.",Daniel Junqueira,,"Games,Batman,epic games",2019-09-19 12:30:00,2019-09-21 18:29:45.343208,https://olhardigital.com.br/games-e-consoles/noticia/6-jogos-do-batman-estao-de-graca-na-epic-games-veja-como-baixar/90498
Cientistas criam laser capaz de fazer um 'buraco' na realidade,"O jornal de física Physical Review Letters publicou uma pesquisa nesta semana sobre a nova tecnologia de laser desenvolvida por cientistas. Embora as informações presentes no texto sejam muito técnicas, o Ars Technica conseguiu fazer uma suíte sobre o assunto, na qual descreve uma possibilidade assustadora para o futuro do laser.  Segundo o site, se o laser for utilizado em conjunto com um espelho de plasma, ele poderia causar um buraco no Universo. Isso aconteceria porque lasers têm a tendência de perfurar materiais, quando seu raio está focado; mas por que o Universo seria ""perfurado""? A quantidade de energia enviada pelo laser seria tanta que causaria a destruição de qualquer material, porém o espelho de plasma já é ""destruído"" ao máximo, sendo um gás instável. Portanto, quando a luz o atingisse, os elétrons iriam acelerar para frente e para trás no campo elétrico. Ao fazê-lo, o espelho absorve e re-emite a luz na direção oposta. Basicamente, a luz estaria batendo em uma superfície com vibrações tão rápidas e focadas- e refletindo do mesmo modo- que poderia ""cortar através do espaço e tempo"". Vale lembrar que essas informações são baseadas em estudos teóricos científicos. ""Vai funcionar na realidade? Acho que sim"", diz Chris Lee, repórter do Ars Techinica. Via: ArsTechnica",Clara Guimarães,Matheus Luque,"Pesquisa,Ciência,Laser,espaço,física,Física quântica,universo",2019-09-19 12:09:00,2019-09-21 18:29:45.369771,https://olhardigital.com.br/noticia/cientistas-criam-laser-capaz-de-fazer-um-buraco-na-realidade/90497
Verizon vai inaugurar rede 5G em Nova Iorque neste mês,"A operadora norte-americana Verizon anunciou que irá inaugurar sua rede 5G em Nova Iorque em 26 de Setembro. Inicialmente, as áreas cobertas serão uptown, midtown e downtown Manhattan, além de algumas partes do Brooklyn, Bronx e Queens. Com isso a rede 5G da empresa chegará a 11 cidades, embora em muitas delas a cobertura seja apenas parcial. Segundo a empresa, o objetivo é oferecer cobertura 5G a metade dos EUA até 2020. A tecnologia usada na rede é conhecida como “millimeter wave”, que oferece grande capacidade de dados, mas tem curto alcance, exigindo mais torres para cobrir uma determinada área. Enquanto o 5G não chega pra valer no Brasil, nós do Olhar Digital fomos à Coréia do Sul experimentar a nova tecnologia, e visitamos uma casa em Minas Gerais onde vários usos práticos foram demonstrados. Confira abaixo.  Fonte: The Verge",Rafael Rigues,,"Telefonia,Banda Larga,Telecomunicações,5G,operadoras,telefonia móvel",2019-09-19 11:49:00,2019-09-21 18:29:45.398178,https://olhardigital.com.br/noticia/verizon-vai-inaugurar-rede-5g-em-nova-iorque-neste-mes/90494
Médico brasileiro inventa pâncreas biônico,"Milhares de pessoas sofrem com diabetes e câncer no pâncreas; mas isso pode ser amenizado com ajuda da tecnologia. Isso porque o médico brasileiro Dr. Claudio Ambrosio, membro da Sociedade Brasileira de Endocrinologia e Metabologia, desenvolveu o pâncreas biônico, invenção que está sendo patenteada nos Estados Unidos, Europa e América do Sul.  A expectativa é de que a invenção ajude no tratamento e principalmente na monitoração de pacientes diabéticos, nascidos com órgão atrofiado ou que tiveram parte do órgão retirado após o câncer. O pâncreas biônico é controlado por meio de um smartphone e pode ser monitorado por qualquer um que esteja acompanhando o tratamento do paciente, que, muitas vezes, não sabe a porção de glicose a ser disparada, por exemplo. Segundo o Dr. Claudio Ambrósio, esse mecanismo também facilita o trabalho do médico assistente. “Se a pessoa já tem diabetes e tem uma doença associada como a Dengue, ou Chicungunha, ou que esteja fazendo uma quimioterapia ou radioterapia, isso pode atrapalhar muito no controle glicêmico. E já com o pâncreas biônico, permite um controle melhor da glicemia, o que facilita o trabalho do médico assistente”, explica. O equipamento comercial será pequeno, para levar no bolso ou na cintura. O sensor será inserido na pele para mandar as informações de glicose do organismo para o aparelho.",Matheus Luque,,"Medicina,mais médicos,telemedicina,tecnologia medicinal,biônico",2019-09-19 12:09:00,2019-09-21 18:29:45.427055,https://olhardigital.com.br/noticia/medico-brasileiro-inventa-pancreas-bionico/90499
Instagram e Facebook restringem alcance de anúncios sobre dieta,"O Instagram informou que vai impor restrições para as postagens vinculadas a determinados produtos de dieta e procedimentos estéticos. Em alguns casos, a rede social informa que as postagens serão removidas totalmente. As novas regras também vão afetar o Facebook, empresa que controla o Instagram. A medida vem em resposta a um aumento no número de publicações feitas por influenciados que têm como objetivo vender produtos como suplementos e bebidas dietéticas, além de procedimentos cirúrgicos. Acredita-se que essas postagens aumentem a pressão sobre usuários mais jovens, fazendo com que eles se preocupem demais com seu corpo e em como eles devem viver suas vidas. As publicações que apresentarem esse tipo de conteúdo não serão exibidas para jovens com menos de 18 anos de idade. O Instagram declarou que produtos que afirmam oferecer resultados ""milagrosos"" vão contra as diretrizes de utilização da plataforma, e, por isso, essas postagens podem ser removidas sem aviso prévio. A restrição passa a valer para todas as publicações que incentivem a compra de algum produto desse tipo. Uma outra medida envolve uma nova maneira de permitir que as pessoas denunciem postagens que desrespeitam as diretrizes de utilização da rede social, mas que não foram captadas pelos algoritmos do Instagram. Uma pesquisa aponta que o Instagram é a rede social mais prejudicial para seus usuários, no entanto, parece que eles se preocupam bastante com a saúde mental de seu público. Em uma decisão que gerou controvérsia, a rede social removeu o número de 'likes' das postagens para que as pessoas ""foquem mais nas fotos e nos vídeos que são compartilhados pelas pessoas que elas seguem"". Via: Digital Trends        ",Luiz Nogueira,Rafael Rigues,"Saúde,redes sociais,Facebook,instagram,beleza",2019-09-19 12:08:00,2019-09-21 18:29:45.560815,https://olhardigital.com.br/noticia/instagram-e-facebook-restringem-alcance-de-anuncios-sobre-dieta/90495
Huawei anuncia linha Mate 30 com quatro câmeras,"Este ano foi especialmente tumultuado para a Huawei. Mesmo assim, a empresa chinesa não desistiu de lançar novos dispositivos. Em um evento realizado nesta quinta-feira (19), a companhia revelou os aparelhos Mate 30 e Mate 30 Pro. A Huawei está chamando a série Mate 30 de telefones 5G de segunda geração, com o modem 5G integrado ao Kirin 990. Ambos os dispositivos também estão disponíveis nas variantes 4G.  Os aparelhos possuem o EMUI 10 baseado no Android 10. Entretanto, alguns serviços do sistema operacional não estão presentes, como a Play Store e Google Services. A Huawei informou que está oferecendo uma solução alternativa, mas sem dar detalhes.  Mate 30 Pro O Mate 30 Pro foi o grande destaque do anúncio. Ele é um dos primeiros telefones a ser lançado com o chipset Kirin 990 5G da Huawei. A disposição escolhida para as câmeras visa imitar o design visto em uma câmera DSLR. Há uma câmera primária de 40MP, uma lente grande angular de 40MP, bem como uma câmera telefoto de 8MP, além de um módulo Time of Flight (ToF) usado para medir a profundidade das cenas. O Mate 30 Pro é capaz de gravar vídeos em resolução 720p, 1080p e 4K. O aparelho também é capaz de gravar vídeos a impressionantes 7.680fps, o que garante qualidade máxima de imagem. O smartphone possui zoom híbrido de 5x e zoom digital de 30x. A lente telefoto possui OIS junto com um sistema de estabilização controlada por inteligência artificial. O telefone possui um painel OLED de 6,53 polegadas que se curva em um ângulo de 88 graus, garantindo uma melhor experiência de visualização. Na parte superior frontal, o aparelho possui um recorte que abriga os sensores para o desbloqueio facial 3D. Há também um sensor de impressão digital sob a tela e a emissão de som é embutida. Outro detalhe interessante é a presença dos botões virtuais localizados na lateral do smartphone. Há um recurso de interação intuitiva nas laterais, com isso, é possível personalizar a localização dos botões, como o de volume, por exemplo. O botão de ligar e desligar o aparelho é o único que não pode ser alterado, permanecendo à direita. Para completar, a versão Pro possui uma bateria de 4.500 mAh e apresenta um carregador com fio de 40W e uma versão sem fio de 27W. Mate 30 O Mate 30, por sua vez, possui três câmeras na parte traseira: um sensor principal de 40MP, juntamente de uma lente grande angular de 16MP e uma lente de zoom de 8MP. A tela do dispositivo possui 6,62 polegadas e a bateria presente no aparelho é de 4.200mAh com carregamento sem fio de 27W. A série Mate 30 está disponível em quatro cores diferentes: verde esmeralda, prata espacial, roxo cósmico e preto. Além disso, há duas variantes especiais que apresentam detalhes em couro e possuem as cores verde floresta e laranja. Huawei Mate 30 Pro Huawei Mate 30  Via: Android Central",Luiz Nogueira,Matheus Luque,"Câmeras,Smartphones,China,Huawei,Mate 30 Pro",2019-09-19 11:09:00,2019-09-21 18:29:45.653309,https://olhardigital.com.br/noticia/huawei-anuncia-linha-mate-30-com-quatro-cameras/90492
Novo 2-em-1 da HP tem bateria para até 24 horas de uso,"A HP está anunciando um novo notebook para o mercado corporativo que promete autonomia de até 24 horas com uma única carga de bateria. Batizado de HP Elitebook Dragonfly (libélula, em português), a máquina é voltada a CEOs, executivos e profissionais que passam muito tempo longe do escritório, e precisam de um computador leve e com grande autonomia de bateria. Com tela de 13 polegadas, cerca de 1,6 cm de espessura e pesando cerca de um quilo, o Dragonfly pode ser configurado com processadores que vão do Intel Core i3-8145U até um Intel Core i7-8565U, todos com gráficos integrados Intel UHD Graphics 620. A RAM pode chegar a até 16 GB, e o armazenamento interno a até 2 TB em uma unidade SSD NVMe. O tipo de tela também fica à escolha do consumidor, entre um painel Full HD com brilho de 400 nits, um painel 4K HDR400 com brilho de 550 nits ou um painel Full HD com brilho de 1.000 nits e filtro de privacidade HP Sure View. Como é um 2-em-1, a tela pode girar em 360 graus, transformando o notebook em uma espécie de “tablet” com o teclado nas costas. O chassis é feito em liga de magnésio numa cor azulada que a HP chama de “dragonfly blue”, e tem mais resistência a quedas e impactos, de acordo com o padrão MIL-STD-810G. Há uma porta USB-A, uma porta HDMI, duas portas Thunderbolt 3, uma entrada para fones de ouvido, um slot para trava de segurança, leitor de impressões digitais (compatível com o sistema de autenticação Windows Hello) e uma webcam, cuja lente pode ser coberta para maior privacidade. A autonomia é inflluenciada pela combinação de processador e tela, e também pela capacidade da bateria. Há duas opções, uma de 38 Watts/hora com autonomia de até 16,5 horas e uma bateria extendida de 56 Watts/hora que pode chegar a 24 horas longe da tomada. O HP Elitebook Dragonfly estará disponível nos EUA a partir de 25 de Outubro, com preço a partir de US$ 1.599. Fonte: Ars Technica",Rafael Rigues,,"Notebooks,Notebooks compactos,HP,Ultrabook,ultrabooks,notebook dobrável",2019-09-19 11:09:00,2019-09-21 18:29:45.762739,https://olhardigital.com.br/noticia/novo-2-em-1-da-hp-tem-bateria-para-ate-24-horas-de-uso/90493
Câmeras de vigilância em tempo real geram polêmica no Reino Unido,"A Polícia do Reino Unido está usando, com cada vez mais frequência, o sistema com câmeras de vigilância em tempo real. Na maior parte dos casos, a abordagem realizada pelas autoridades acontece de forma repentina e, muitas vezes, em lugares públicos, através da tecnologia de reconhecimento facial. A utilização desse tipo de tecnologia é tema de debate. O prefeito de Londres, Sadiq Khan, disse que a tecnologia está semeando receio generalizado. A diretora de regulação de privacidade no país, Elizabeth Denham, está investigando a utilização dos softwares pela polícia e por empresas privadas. A discussão no Reino Unido motiva discussões sobre o uso dessa tecnologia nos Estados Unidos e em outros países europeus. Os críticos dizem que além do reconhecimento facial ser uma invasão de privacidade, a precisão da tecnologia é questionável. Em maio desse ano, San Francisco se tornou a primeira cidade americana a proibir esse tipo de sistema de vigilância, e outras cidades já fizeram o mesmo. Em Julho desse ano, o metrô de São Paulo publicou um edital de licitação, para implantar o sistema de monitoração eletrônica por imagem para algumas linhas que operam na cidade. Via: Folha de São Paulo            ",Matheus Luque,,"reconhecimento facial,monitoramento,Reino Unido,sistema de vigilância,metrô",2019-09-19 11:09:00,2019-09-21 18:29:45.788012,https://olhardigital.com.br/noticia/cameras-de-vigilancia-em-tempo-real-geram-polemica-no-reino-unido/90496
Huawei vendeu mais de 17 milhões de unidades do P30 e P30 Pro,"Em seu evento de lançamento da série Mate 30 na Alemanha hoje (19), a Huawei anunciou que vendeu mais de 16 milhões de unidades do Mate 20 e mais de 17 milhões de smartphones P30 e P30 Pro. Os números são especialmente surpreendentes devido às sanções que a empresa tem sofrido por parte dos Estados Unidos. A Huawei apresentou também resultados positivos nos diversos setores que atua. Segundo ela, entre janeiro e agosto de 2019, a venda de wearables - tecnologia vestível - cresceu 278%, seguido por dispositivos inteligentes de áudio (256%), PCs (249%) e smartphones (26%). Ainda em julho, a Huawei anunciou que havia vendido 118 milhões de celulares durante a primeira metade de 2019, e, segundo pesquisa da Canalys, a fabricante cresceu 31% em participação de mercado, atingindo uma quota de 38% de todo o mercado chinês. A Huawei, porém, mostra sinais de preocupação com o futuro dos novos dispositivos anunciados hoje (19). A série Mate 30 deve ser a primeira a chegar no mercado sem suporte para aplicativos Google devido às sanções norte-americanas, o que pode acarretar em uma desaceleração das vendas.  Via: Android Central",Clara Guimarães,Matheus Luque,"Áudio,Smartphones,China,Huawei,Smartwatch,smartphone,PCs,resultado financeiro,wearable,resultados,vendas,eua x china,Celular",2019-09-19 10:09:00,2019-09-21 18:29:45.901712,https://olhardigital.com.br/noticia/huawei-vendeu-mais-de-17-milhoes-de-unidades-do-p30-e-p30-pro/90491
Oppo lança carregador capaz de encher bateria de 4000 mAh em meia hora,"Ontem (18), a Oppo anunciou três novas tecnologias de carregamento que planeja utilizar em seus futuros dispositivos: VOOC 4.0 a 30W, VOOC Flash Charge Sem Fio a 30W e, por fim, a SuperVOOC 2.0 a 65W. Segundo a empresa, esta última seria capaz de carregar uma bateria de 4.000mAh em apenas 30 minutos. A explicação para a super velocidade de carregamento é o uso de componentes baseados em Nitreto de Gálio, material que é mais eficiente, e consegue transferir mais energia, que o silício ocupando menos espaço. Um smartphone com SuperVOOC 2.0 poderia, por exemplo, recarregar 27% da bateria em apenas 5 minutos. O smartphone Reno Ace, ainda não lançado, será o primeiro aparelho equipado com a tecnologia Super VOOC 2.0. Ela também pode ser licenciada a fabricantes com mais presença no ocidente, como a OnePlus, já que ambas pertencem ao mesmo grupo, a BBK Electronics. Enquanto isso, o VOOC Flash Charge Sem Fio a 30W demonstra a evolução do carregamento por indução. Assim como o ""Mi Charge Turbo"" da Xiaomi, o carregador da Oppo apresenta alta potência em relação aos concorrentes, que oferecem carregamento a 10 ou 15 Watts (como o Samsung Galaxy Note 10+). Segundo a empresa, sua tecnologia evita o superaquecimento da bobina indutora, um dos principais problemas em sistemas concorrentes. Por fim, o VOOC 4.0 traz uma pequena evolução em relação à VOOC 3.0 elevando a potência de carga de 25 para 30 Watts. Porém, a Oppo afirma que a potência extra em conjunto com pequenas mudanças no hardware e software garantem um resultado 12% melhor. Segundo a empresa, o VOOC 4.0 pode carregar completamente um celular em 73 minutos. Via: Android Police",Clara Guimarães,Matheus Luque,"Smartphones,Bateria,carregador,smartphone,oneplus,OPPO,carregamento sem fio,carregamento,Celular",2019-09-19 10:11:00,2019-09-21 18:29:45.944616,https://olhardigital.com.br/noticia/oppo-lanca-carregador-capaz-de-encher-bateria-de-4000-mah-em-meia-hora/90486
"Poeira de asteroides poderia resfriar o planeta, dizem cientistas","Um estudo publicado na última quarta-feira (18) no periódico Science Advances especula que a poeira gerada pela destruição de um gigantesco asteroide pode ter sido a responsável por causar o resfriamento do planeta e gerar uma explosão na biodiversidade marinha, 468 milhões de anos atrás. A equipe de persquisadores, liderada por Birger Schmitz, professor de geologia da Universidade de Lund, na Suécia, estima que o asteroide, batizado de “Corpo L Condrita Original”, tinha 160 Km de largura e ficava na órbita de Marte. Sua destruição causou uma chuva de poeira e micrometeoritos que chegou à nossa atmosfera e pode ter filtrado a luz do sol, reduzindo sua intensidade. Isso reduziu a temperatura global, que por sua vez estimulou a formação de gelo nos pólos, reduzindo o nível do mar. Como esta mudança foi gradual (ao contrário do impacto de Chicxulub, que causou a extinção dos dinossauros) a vida na terra teve tempo de se adaptar a novos nichos ecológicos, causando o Grande Evento de Biodiversificação do Ordovinciano (GEBO), quando o número de famílias de invertebrados marinhos triplicou. A destruição do Corpo L Condrita Original está registrada em fósseis do período, ricos em micrometeoritos que apontam para uma origem comum. Segundo os pesquisadores, o evento causou um aumento de mais de 1.000 vezes na quantidade de poeira espacial chegando à Terra, que teria durado pelo menos 2 milhões de anos. Outro fator que pode ter contribuído para a GEBO teria sido a grande quantidade de ferro trazida à nossa atmosfera pela poeira e micrometeoritos, que teria agido como um “fertilizante” para a vida marinha. O estudo especula que poderíamos criar um efeito parecido e reverter a tendência atual de aquecimento global ancorando um asteroide no Ponto de Lagrange L1, uma região do espaço a mais de 1,6 milhões de KM da Terra onde ele ficaria 'estático' em relação à Terra e ao Sol. A poeira vinda deste asteroide atingiria nosso planeta, causando um efeito de 'resfriamento' na atmosfera. No momento, claro, não temos tecnologia para isso. Mas considerando que asteroides já foram implicados em vários eventos catastróficos, é interessante considerar o papel que eles tiveram ao estimular, e podem ter ao ajudar a preservar, a vida na Terra. Fonte: Vice",Rafael Rigues,,"Aquecimento global,Terra,espaço,Asteroide,meteoro",2019-09-19 10:00:00,2019-09-21 18:29:45.982322,https://olhardigital.com.br/noticia/poeira-de-asteroides-poderia-resfriar-o-planeta-dizem-cientistas/90488
Google testa Modo Anônimo para o Google Maps,"O Google Maps é um dos produtos do Google mais utilizados pelos usuários. Mas uma coisa que pode preocupar alguns é que seus trajetos ficam salvos dentro do aplicativo toda vez que ele é usado. Durante o Google I/O deste ano, a empresa apresentou uma solução para o problema: o Modo Anônimo. De lá para cá, não tivemos muitas informações sobre o novo recurso, mas parece que ele está prestes a ser lançado. A novidade está sendo testada por um grupo de usuários cadastrados no programa beta do serviço. Quem utiliza o Maps Preview na versão 10.26 ou superior já tem acesso ao recurso. O modo anônimo funciona de modo similar ao dos navegadores, e permite que você trace rotas sem que elas fiquem registradas no histórico do serviço. Para ativar o recurso, basta entrar no Google Maps, clicar na foto de perfil e selecionar a opção ""Ativar modo de navegação anônima"". A barra do localizador passará da usual cor azul para preta. Google Maps Incognito Mode is now in testing. This was announced by Google back at Google I/O 2019: https://t.co/7khtC4W6Cy pic.twitter.com/ShVUDxLbW9 Em uma imagem divulgada, o recurso aparece sendo utilizado por um usuário do Android Auto. Pode-se observar que na parte superior a barra de status do aplicativo mostra a frase ""Modo de navegação anônima ativado"" enquanto o recurso está ativo.  Como informado, a novidade está em fase de testes, e por enquanto, ainda não há previsão de quando o novo recurso será disponibilizado para todos. Mas se o Google seguir o padrão das atualizações anteriores, não deve demorar mais do que algumas semanas para que esteja disponível para todos. Via: Android Police             ",Luiz Nogueira,Rafael Rigues,"Aplicativos,Google,Google Maps,navegação anônima",2019-09-19 08:51:00,2019-09-21 18:29:46.094217,https://olhardigital.com.br/noticia/google-testa-modo-anonimo-para-o-google-maps/90483
Cientistas querem construir elevador para a Lua,"Cientistas criaram um projeto perfeitamente viável para construir o Spaceline, uma espécie de elevador para ligar a Terra à Lua. Em um artigo publicado no fim de agosto, os astrofísicos Zephyr Penoyre e Emily Sandson, da Universidade de Cambridge e Columbia, respectivamente, descrevem o método que eles pretendem que seja utilizado para a construção de um cabo de 322 mil quilômetros de comprimento preso à Lua. Para uma reportagem do Observer, Penoyre falou sobre a ideia de construir um elevador para a Lua. Segundo ele, o custo de produção seria baixo, e pode ser estimado como ""dentro do capricho de um milionário particularmente motivado"". Uma vez construído, o transporte operaria usando energia solar. A ideia é poder transportar suprimentos – e até pessoas – por uma fração do valor da decolagem de uma missão espacial atual. Isso sem mencionar as dificuldades de conseguir uma aterrissagem perfeita na Lua usando uma espaçonave. Considerando os planos do governo dos EUA de instalar-se na Lua para começar a organizar missões tripuladas para Marte, é provável que as rotas de transporte entre a Terra e seu satélite em breve se tornem lotadas e muito lucrativas. A ideia do elevador para a Lua não é necessariamente nova, é uma velha teoria baseada em conceitos de ficção científica. Originalmente, envolvia amarrar um cabo feito de nanofibras a um contrapeso no centro gravitacional da Terra e depois esticá-lo até a Lua. Penoyre e Sandson acreditam que isso não funcionaria com a tecnologia de hoje. Como eles descrevem em seu estudo, simplesmente não é possível construir um cabo que seja forte o suficiente para suportar a gravidade da Terra. Por esse motivo, o estudo dos dois astrofísicos propôs que um cabo fosse amarrado à superfície da Lua e flutuasse na órbita geoestacionária ao redor da Terra como se fosse um prumo, aguardando para que astronautas se prendam a ela. Em vez de serem lançados completamente para fora da órbita, os astronautas devem atingir a ponta do Spaceline para iniciar seu transporte. Via: The Next Web          ",Luiz Nogueira,Matheus Luque,"Terra,espaço,Lua,missão espacial,astronauta",2019-09-19 09:09:00,2019-09-21 18:29:46.171998,https://olhardigital.com.br/noticia/cientistas-querem-construir-elevador-para-a-lua/90489
GitHub compra plataforma de análise de código para melhorar segurança,"O GitHub, famosa plataforma para desenvolvimento de software, adquiriu ontem (18), o Semmle, programa de análise de código que ajuda desenvolvedores de produtos e pesquisadores de segurança a descobrir possíveis vulnerabilidades críticas. O GitHub anunciou a compra em seu Twitter, onde afirmou estar ""animado por trazer o mecanismo mais poderoso de análise de códigos para a maior comunidade de desenvolvedores do mundo"". A empresa também disse que, a partir de hoje, pode adicionar identificadores a falhas de segurança quando eles são descobertos na plataforma. Os identificadores poderão ser encontrados a partir de consultas no banco de dados da Semmle e, então, compartilhados e rastreados pela comunidade de desenvolvedores. Até o momento, centenas de vulnerabilidades foram descobertass em projetos de código aberto usando o Semmle, como no Google Chromium, Linux, Ubuntu e Edge da Microsoft. A aquisição feita pelo GitHub, subsidiário da Microsoft, ocorre meses após a compra da Pull Panda para reforçar portfólio de ferramentas de revisão de código e fornecer aos desenvolvedores uma infraestrutura para criar software seguro na plataforma. Via: TNW",Clara Guimarães,Matheus Luque,"Segurança,Microsoft,Linux,Software,Código Aberto,Ubuntu,desenvolvedor,EDGE,cibersegurança,github,Chromium,falha de segurança,código",2019-09-19 09:09:00,2019-09-21 18:29:46.297491,https://olhardigital.com.br/fique_seguro/noticia/github-compra-plataforma-de-analise-de-codigo-para-melhorar-seguranca/90490
